id,type,month,date,year
450,Domestic,12,10,1918
451,Domestic,12,10,1918
452,Domestic,03,05,1919
453,Overseas,07,15,1919
454,Overseas,07,14,1919
455,Overseas,07,23,1919
456,Overseas,07,25,1919
457,Overseas,08,05,1919
458,Overseas,07,22,1919
459,Domestic,12,10,1918
460,Domestic,12,10,1918
461,Domestic,12,11,1918
462,Domestic,12,12,1918
463,Domestic,12,12,1918
464,Domestic,12,19,1918
465,Domestic,12,19,1918
466,Domestic,12,26,1918
467,Domestic,03,04,1919
468,Domestic,03,04,1919
469,Overseas,07,15,1919
470,Overseas,07,14,1919
471,Overseas,07,24,1919
472,Overseas,07,16,1919
473,Domestic,12,21,1918
474,Domestic,03,19,1919
475,Overseas,07,18,1919
476,Overseas,08,05,1919
477,Domestic,12,17,1918
478,Domestic,08,16,1919
479,Domestic,09,29,1919
480,Overseas,07,15,1919
481,Domestic,01,19,1919
482,Overseas,04,29,1919
483,Overseas,08,12,1919
484,Overseas,08,12,1919
485,Domestic,03,03,1919
486,Domestic,02,03,1919
487,Domestic,12,20,1918
488,Domestic,12,12,1918
489,Domestic,12,11,1918
490,Domestic,01,28,1919
491,Domestic,12,12,1918
492,Domestic,12,07,1918
493,Domestic,12,12,1918
494,Domestic,12,16,1918
