id,type,month,date,year
1062,Drafted,6,19,18
1063,Drafted,8,22,18
1064,Drafted,6,19,18
1065,Drafted,4,29,18
1066,Drafted,7,27,18
1067,Drafted,7,31,18
1068,Drafted,7,31,18
1069,Drafted,8,19,18
1070,Drafted,8,21,18
1071,Drafted,8,24,18
1072,Drafted,8,3,18
1073,Drafted,7,17,18
1074,Drafted,7,18,18
1075,Drafted,3,30,18
1076,Drafted,6,20,18
1077,Regular Army,3,12,14
1078,Drafted,3,30,18
1079,Drafted,7,17,18
1080,Drafted,3,22,18
1081,Drafted,8,2,18
1082,Drafted,6,24,18
1083,Drafted,7,18,18
1084,Drafted,7,18,18
1085,Drafted,7,30,18
1086,Drafted,7,17,18
1087,Drafted,NA,NA,NA
1088,Drafted,8,12,18
1089,Drafted,8,3,18
1090,Drafted,8,2,18
1091,Drafted,3,29,18
1092,Drafted,3,29,18
1093,Drafted,4,30,18
1094,Drafted,4,26,18
1095,Drafted,4,30,18
1096,Drafted,3,29,18
1097,Drafted,8,3,18
1098,Drafted,4,29,18
1099,Drafted,7,24,18
1100,Drafted,7,29,18
1101,Drafted,2,25,18
1102,Drafted,4,29,18
1103,Drafted,6,20,18
1104,Drafted,5,2,18
1105,Drafted,4,15,18
1106,Drafted,9,26,18
1107,Drafted,7,17,18
1108,Drafted,3,30,18
1109,Drafted,6,21,18
1110,Drafted,8,15,18
1111,Drafted,8,15,18
1112,Drafted,8,15,18
1113,Regular Army,8,11,13
1114,Regular Army,2,5,14
1115,Drafted,7,29,18
1116,Drafted,3,30,18
1117,Drafted,8,3,18
1118,Drafted,8,23,18
1119,Drafted,6,29,18
1120,Drafted,4,30,18
1121,Drafted,3,14,18
1122,Drafted,6,30,18
1123,Drafted,7,18,18
1124,Drafted,4,29,18
1125,Drafted,7,18,18
1126,Drafted,7,29,18
1127,Drafted,8,1,18
1128,Drafted,7,28,18
1129,Drafted,3,30,18
1130,Drafted,4,30,18
1131,Drafted,12,7,17
1132,Drafted,7,15,18
1133,Drafted,9,17,18
1134,Drafted,6,1,18
1135,Drafted,8,1,18
1136,Drafted,11,7,18
1137,Drafted,8,17,18
1138,Drafted,3,30,18
1139,Drafted,4,27,18
1140,Drafted,4,27,18
1141,Drafted,7,19,18
1142,Drafted,8,19,18
1143,Drafted,8,21,18
1144,Drafted,8,30,18
1145,Drafted,7,4,18
1146,Drafted,12,19,17
1147,Drafted,7,30,18
1148,Drafted,8,24,18
1149,Drafted,8,31,18
1150,Drafted,8,30,18
1151,Drafted,8,24,18
1152,Drafted,8,31,18
1153,Drafted,10,27,18
1154,Drafted,9,13,18
1155,Drafted,2,26,18
1156,Drafted,7,30,18
1157,Drafted,7,31,18
1158,Drafted,7,28,18
1159,Drafted,7,31,18
1160,Drafted,8,21,18
1161,Drafted,9,4,18
1162,Drafted,7,19,18
1163,Drafted,7,19,18
1164,Drafted,7,2,18
1165,Drafted,7,28,18
1166,Drafted,29-Jul-18,29-Jul-18,29-Jul-18
1167,Drafted,7,31,18
1168,Drafted,7,31,18
1169,Drafted,8,1,18
1170,Drafted,7,27,18
1171,Drafted,7,28,18
1172,Drafted,7,28,18
1173,Drafted,7,29,18
1174,Drafted,7,29,18
1175,Drafted,7,29,18
1176,Drafted,7,30,18
1177,Regular Army,6,30,15
1178,Drafted,6,20,18
1179,Regular Army,11,27,14
1180,Drafted,4,2,18
1181,Drafted,8,21,18
1182,Drafted,8,1,18
1183,Drafted,6,20,18
1184,Drafted,7,18,18
1185,Drafted,7,31,18
1186,Drafted,8,1,18
1187,Drafted,8,3,18
1188,Drafted,7,16,18
1189,Drafted,7,17,18
1190,Drafted,8,21,18
1191,Drafted,8,22,18
1192,Drafted,8,22,18
1193,Drafted,8,22,18
1194,Drafted,8,24,18
1195,Drafted,8,31,18
1196,Drafted,7,30,18
1197,Drafted,7,30,18
1198,Drafted,7,30,18
1199,Drafted,7,31,18
1200,Drafted,7,31,18
1201,Drafted,8,22,18
1202,Volunteered,11,17,17
1203,Drafted,7,17,18
1204,Drafted,7,19,18
1205,Drafted,5,26,18
1206,Drafted,7,31,18
1207,Drafted,8,2,18
1208,Drafted,7,31,18
1209,Drafted,8,22,18
1210,Drafted,8,23,18
1211,Drafted,8,22,18
1212,Drafted,8,24,18
1213,Drafted,7,17,18
1214,Drafted,7,31,18
1215,Drafted,8,1,18
1216,Drafted,8,2,18
1217,Drafted,8,3,18
1218,Drafted,8,3,18
1219,Drafted,8,23,18
1220,Drafted,8,23,18
1221,Drafted,7,17,18
1222,Drafted,8,22,18
1223,Drafted,8,22,18
1224,Drafted,8,23,18
1225,Drafted,8,23,18
1226,Drafted,8,23,18
1227,Drafted,8,24,18
1228,Drafted,8,19,18
1229,Drafted,8,20,18
1230,Drafted,8,21,18
1231,Drafted,8,22,18
1232,Drafted,8,22,18
1233,Drafted,8,22,18
1234,Drafted,8,22,18
1235,Drafted,8,22,18
1236,Drafted,8,22,18
1237,Drafted,8,22,18
1238,Regular Army,8,11,13
1239,Drafted,7,29,18
1240,Drafted,7,29,18
1241,Drafted,8,24,18
1242,Drafted,8,26,18
1243,Drafted,8,30,18
1244,Drafted,10,7,18
1245,Drafted,7,18,18
1246,Drafted,8,2,18
1247,Drafted,8,3,18
1248,Drafted,8,21,18
1249,Drafted,8,21,18
1250,Drafted,8,21,18
1251,Drafted,8,22,18
1252,Drafted,8,22,18
1253,Drafted,8,22,18
1254,Drafted,8,22,18
1255,Drafted,8,23,18
1256,Drafted,8,23,18
1257,Drafted,8,23,18
1258,Drafted,8,24,18
1259,Drafted,8,24,18
1260,Drafted,8,24,18
1261,Drafted,8,24,18
1262,Drafted,8,24,18
1263,Drafted,2,25,18
1264,Drafted,8,22,18
1265,Volunteered,10,19,17
1266,Drafted,7,29,18
1267,Drafted,12,4,17
1268,Drafted,8,21,18
1269,Drafted,8,21,18
1270,Drafted,8,21,18
1271,Drafted,8,21,18
1272,Drafted,8,21,18
1273,Drafted,8,21,18
1274,Drafted,8,21,18
1275,Drafted,8,22,18
1276,Drafted,8,23,18
1277,Drafted,8,24,18
1278,Drafted,8,3,18
1279,Drafted,8,22,18
1280,Drafted,9,2,18
1281,Drafted,7,29,18
1282,Drafted,7,28,18
1283,Drafted,7,29,18
1284,Drafted,8,22,18
1285,Drafted,7,27,18
1286,Drafted,8,1,18
1287,Drafted,8,22,18
1288,Drafted,8,31,18
1289,Drafted,9,2,18
1290,Drafted,7,26,18
1291,Drafted,8,21,18
1292,Drafted,8,22,18
1293,Drafted,8,22,18
1294,Volunteered,1,13,18
1295,Regular Army,11,30,14
1296,Drafted,4,26,18
1297,Drafted,7,15,18
1298,Drafted,7,15,18
1299,Drafted,7,16,18
1300,Drafted,7,16,18
1301,Drafted,7,17,18
1302,Drafted,7,17,18
1303,Drafted,7,15,18
1304,Drafted,7,16,18
1305,Drafted,7,16,18
1306,Drafted,7,16,18
1307,Drafted,7,17,18
1308,Drafted,7,17,18
1309,Drafted,7,18,18
1310,Drafted,7,18,18
1311,Drafted,8,29,18
1312,Drafted,9,26,18
1313,Drafted,6,25,18
1314,Drafted,7,16,18
1315,Drafted,7,17,18
1316,Drafted,7,18,18
1317,Drafted,7,18,18
1318,Drafted,7,19,18
1319,Drafted,10,17,18
1320,Drafted,11,3,18
1321,Drafted,4,13,18
1322,Drafted,4,16,18
1323,Drafted,6,19,18
1324,Drafted,6,24,18
1325,Drafted,6,27,18
1326,Drafted,7,12,18
1327,Drafted,7,31,18
1328,Drafted,8,10,18
1329,Drafted,8,22,18
1330,Drafted,8,22,18
1331,Drafted,8,30,18
1332,Drafted,8,30,18
1333,Drafted,8,31,18
1334,Drafted,8,31,18
1335,Drafted,9,1,18
1336,Drafted,9,1,18
1337,Drafted,9,1,18
1338,Drafted,9,1,18
1339,Drafted,9,5,18
1340,Drafted,9,10,18
1341,Drafted,9,11,18
1342,Drafted,9,16,18
1343,Drafted,9,26,18
1344,Drafted,9,27,18
1345,Drafted,9,27,18
1346,Drafted,10,18,18
1347,Drafted,5,31,18
1348,Drafted,8,1,18
1349,Drafted,8,26,18
1350,Drafted,8,30,18
1351,Drafted,9,1,18
1352,Drafted,9,1,18
1353,Drafted,9,25,18
1354,Drafted,4,25,18
1355,Drafted,4,29,18
1356,Drafted,4,29,18
1357,Drafted,4,29,18
1358,Drafted,4,29,18
1359,Drafted,4,29,18
1360,Drafted,4,30,18
1361,Drafted,4,30,18
1362,Drafted,4,30,18
1363,Drafted,4,30,18
1364,Drafted,4,30,18
1365,Drafted,5,23,18
1366,Drafted,5,28,18
1367,Drafted,6,12,18
1368,Drafted,6,20,18
1369,Drafted,7,2,18
1370,Drafted,8,12,18
1371,Drafted,8,14,18
1372,Drafted,8,15,18
1373,Drafted,3,14,18
1374,Drafted,5,26,18
1375,Drafted,5,27,18
1376,Drafted,5,29,18
1377,Drafted,6,21,18
1378,Drafted,8,17,18
1379,Drafted,10,5,18
1380,Drafted,6,18,18
1381,Drafted,6,20,18
1382,Drafted,6,20,18
1383,Drafted,6,21,18
1384,Drafted,6,21,18
1385,Drafted,6,21,18
1386,Drafted,6,21,18
1387,Drafted,3,29,18
1388,Drafted,3,29,18
1389,Drafted,3,29,18
1390,Drafted,3,29,18
1391,Drafted,3,29,18
1392,Drafted,3,30,18
1393,Drafted,3,30,18
1394,Drafted,3,31,18
1395,Drafted,4,2,18
1396,Drafted,4,2,18
1397,Drafted,4,25,18
1398,Drafted,4,25,18
1399,Drafted,4,26,18
1400,Drafted,4,26,18
1401,Drafted,4,27,18
1402,Drafted,4,27,18
1403,Drafted,4,27,18
1404,Drafted,4,27,18
1405,Drafted,4,27,18
1406,Drafted,4,27,18
1407,Drafted,4,27,18
1408,Drafted,4,1,18
1409,Drafted,4,27,18
1410,Drafted,4,27,18
1411,Drafted,8,1,18
1412,Drafted,8,21,18
1413,Drafted,8,21,18
1414,Drafted,8,22,18
1415,Drafted,8,24,18
1416,Drafted,5,2,18
1417,Drafted,7,18,18
1418,Drafted,12,12,17
1419,Drafted,4,29,18
1420,Drafted,5,13,18
1421,Drafted,5,1,18
1422,Drafted,8,1,18
1423,Drafted,8,24,18
1424,Drafted,8,22,18
1425,Drafted,5,1,18
1426,Drafted,5,31,18
1427,Drafted,8,1,18
1428,Drafted,5,2,18
1429,Drafted,6,2,18
1430,Volunteered,10,15,17
1431,Drafted,8,2,18
1432,Drafted,8,2,18
1433,Drafted,8,24,18
1434,Drafted,9,1,18
1435,Drafted,8,23,18
1436,Drafted,7,10,18
1437,Drafted,7,30,18
1438,Drafted,8,21,18
1439,Drafted,8,22,18
1440,Drafted,8,22,18
1441,Drafted,8,23,18
1442,Drafted,7,27,18
1443,Drafted,7,31,18
1444,Drafted,7,31,18
1445,Drafted,7,31,18
1446,Drafted,8,2,18
1447,Drafted,8,3,18
1448,Drafted,8,3,18
1449,Drafted,2,28,18
1450,Drafted,6,29,18
1451,Drafted,7,27,18
1452,Drafted,7,28,18
1453,Drafted,8,21,18
1454,Drafted,8,22,18
1455,Drafted,10,15,18
1456,Drafted,8,22,18
1457,Drafted,8,15,18
1458,Drafted,3,14,18
1459,Drafted,8,24,18
1460,Volunteered,1,26,18
1461,Drafted,6,29,18
1462,Drafted,8,22,18
1463,Drafted,8,22,18
1464,Drafted,3,7,18
1465,Drafted,8,22,18
1466,Drafted,7,27,18
1467,Drafted,8,22,18
1468,Drafted,7,3,18
1469,Drafted,7,31,18
1470,Drafted,8,22,18
1471,Drafted,8,22,18
1472,Drafted,4,3,18
1473,Drafted,8,3,18
1474,Drafted,8,21,18
1475,Drafted,10,22,18
1476,Drafted,10,29,18
1477,Volunteered,1,12,18
1478,Drafted,10,28,18
1479,Drafted,10,14,18
1480,Drafted,10,14,18
1481,Drafted,10,15,18
1482,Drafted,10,15,18
1483,Drafted,10,15,18
1484,Drafted,10,15,18
1485,Drafted,10,15,18
1486,Drafted,10,11,18
1487,Drafted,10,20,18
1488,Drafted,10,29,18
1489,Drafted,10,30,18
1490,Drafted,11,26,18
1491,Drafted,8,21,18
1492,Drafted,8,7,18
1493,Drafted,3,4,18
1494,Drafted,3,28,18
1495,Drafted,4,30,18
1496,Drafted,3,12,18
1497,Drafted,8,3,18
1498,Drafted,8,22,18
1499,Drafted,7,29,18
1500,Drafted,8,22,18
