id,type,month,date,year
103,Drafted,06,24,1919
104,Drafted,07,10,1919
105,Drafted,07,10,1919
106,Drafted,07,28,1919
107,Drafted,07,12,1919
108,Drafted,07,05,1919
109,Drafted,07,16,1919
110,Drafted,07,07,1919
111,Drafted,07,25,1919
112,Drafted,08,23,1918
113,Drafted,01,11,1919
114,Drafted,02,10,1919
115,Drafted,09,26,1919
116,Drafted,04,17,1919
117,Drafted,12,19,1918
118,Drafted,04,05,1919
119,Drafted,11,04,1918
120,Drafted,01,11,1919
121,Drafted,07,06,1918
122,Drafted,07,17,1919
123,Drafted,09,06,1919
124,Drafted,08,14,1919
125,Drafted,10,07,1919
126,Drafted,11,15,1918
127,Drafted,03,21,1919
128,Drafted,03,20,1919
129,Drafted,05,15,1919
130,Drafted,04,28,1919
131,Drafted,07,17,1919
132,Drafted,06,14,1918
133,Drafted,12,06,1918
134,Drafted,01,11,1919
135,Drafted,01,11,1919
136,Drafted,02,27,1919
137,Drafted,06,26,1919
138,Drafted,11,01,1918
139,Drafted,09,30,1918
140,Drafted,11,01,1918
141,Drafted,10,23,1918
142,Drafted,07,06,1918
143,Drafted,06,04,1918
144,Drafted,03,21,1919
145,Drafted,04,05,1919
146,Drafted,03,11,1919
147,Drafted,03,12,1919
148,Drafted,03,12,1919
149,Drafted,03,19,1919
150,Drafted,03,20,1919
151,Drafted,03,20,1919
152,Drafted,04,09,1919
153,Drafted,04,09,1919
154,Drafted,06,27,1919
155,Drafted,04,25,1919
156,Drafted,08,06,1919
157,Drafted,08,17,1919
158,Drafted,08,14,1919
159,Drafted,01,22,1919
160,Drafted,03,14,1919
161,Drafted,03,19,1919
162,Drafted,07,29,1919
163,Drafted,07,24,1918
164,Drafted,11,15,1919
165,Drafted,03,18,1919
166,Drafted,03,07,1919
167,Drafted,05,12,1919
168,Drafted,08,27,1919
169,Drafted,07,16,1919
170,Drafted,07,18,1919
171,Drafted,07,18,1919
172,Drafted,07,18,1919
173,Drafted,07,11,1919
174,Drafted,09,25,1919
175,Drafted,09,02,1919
176,Drafted,12,19,1918
177,Drafted,12,20,1918
178,Drafted,03,14,1919
179,Drafted,03,22,1919
180,Drafted,03,05,1919
181,Drafted,08,27,1919
182,Drafted,08,27,1919
183,Drafted,07,18,1919
184,Drafted,07,18,1919
185,Drafted,07,18,1919
186,Drafted,07,18,1919
187,Drafted,09,25,1919
188,Drafted,09,02,1919
189,Drafted,09,05,1919
190,Drafted,11,01,1919
191,Drafted,12,23,1918
192,Drafted,12,23,1918
193,Drafted,01,02,1919
194,Drafted,09,19,1918
195,Drafted,07,09,1919
196,Drafted,07,08,1919
197,Drafted,12,31,1918
198,Drafted,07,11,1919
199,Drafted,09,25,1919
200,Drafted,07,26,1919
201,Drafted,09,06,1918
202,Drafted,01,06,1919
203,Drafted,07,25,1919
204,Drafted,08,27,1919
205,Drafted,08,27,1919
206,Drafted,02,26,1919
207,Drafted,07,08,1919
208,Drafted,07,09,1919
209,Drafted,01,11,1919
210,Drafted,09,06,1918
211,Drafted,10,03,1919
212,Drafted,02,21,1919
213,Drafted,06,13,1919
214,Drafted,12,12,1918
215,Drafted,07,11,1919
216,Drafted,07,16,1919
217,Drafted,12,11,1918
218,Drafted,12,19,1918
219,Drafted,12,20,1918
220,Drafted,07,16,1919
221,Drafted,07,16,1919
222,Drafted,07,21,1919
223,Drafted,11,29,1918
224,Drafted,12,15,1919
225,Drafted,03,05,1919
226,Drafted,02,27,1919
227,Drafted,06,13,1919
228,Drafted,06,13,1919
229,Drafted,06,13,1919
230,Drafted,07,15,1919
231,Drafted,08,06,1919
232,Drafted,07,18,1919
233,Drafted,08,29,1918
234,Drafted,12,03,1918
235,Drafted,06,12,1919
236,Drafted,07,17,1919
237,Drafted,06,13,1919
238,Drafted,07,23,1919
239,Drafted,01,06,1919
240,Drafted,07,18,1919
241,Drafted,03,12,1919
242,Drafted,12,13,1918
243,Drafted,07,29,1919
244,Drafted,07,22,1919
245,Drafted,12,21,1918
246,Drafted,12,19,1918
247,Drafted,12,19,1918
248,Drafted,07,03,1919
249,Drafted,07,04,1919
250,Drafted,07,20,1919
251,Drafted,12,19,1918
252,Drafted,05,08,1919
253,Drafted,07,12,1919
254,Drafted,11,03,1918
255,Drafted,12,16,1918
256,Drafted,03,06,1919
257,Drafted,04,21,1919
258,Volunteered,07,16,1919
259,Drafted,07,11,1919
260,Drafted,12,12,1919
261,Drafted,12,06,1918
262,Drafted,12,19,1918
263,Drafted,03,08,1919
264,Drafted,04,14,1919
265,Drafted,08,18,1919
266,Drafted,10,11,1918
267,Drafted,03,06,1919
268,Drafted,03,08,1919
269,Drafted,10,31,1919
270,Drafted,07,17,1919
271,Drafted,07,13,1919
272,Drafted,07,09,1919
273,Drafted,07,18,1919
274,Drafted,07,19,1919
275,Drafted,12,02,1918
276,Drafted,12,19,1918
277,Drafted,12,21,1918
278,Drafted,03,25,1919
279,Drafted,04,17,1919
280,Drafted,05,02,1919
281,Drafted,06,28,1919
282,Drafted,09,24,1918
283,Drafted,09,14,1918
284,Drafted,01,08,1919
285,Drafted,07,18,1919
286,Drafted,06,13,1919
287,Drafted,07,12,1919
288,Drafted,07,12,1919
289,Drafted,08,05,1919
290,Drafted,07,09,1919
291,Drafted,07,09,1919
292,Drafted,05,24,1919
293,Drafted,07,03,1919
294,Drafted,07,03,1919
295,Drafted,07,04,1919
296,Drafted,07,04,1919
297,Drafted,07,06,1919
298,Drafted,07,13,1919
299,Drafted,07,13,1919
300,Drafted,07,14,1919
301,Drafted,07,14,1919
302,Drafted,07,24,1919
303,Drafted,12,05,1918
304,Drafted,12,17,1918
305,Drafted,03,22,1919
306,Drafted,07,17,1919
307,Drafted,06,28,1919
308,Drafted,07,03,1919
309,Drafted,07,05,1919
310,Drafted,01,18,1919
311,Drafted,12,10,1918
312,Drafted,12,10,1918
313,Drafted,12,10,1918
314,Drafted,12,18,1918
315,Drafted,12,31,1918
316,Drafted,01,14,1919
317,Drafted,07,25,1919
318,Drafted,07,04,1919
319,Drafted,12,10,1918
320,Drafted,01,13,1919
321,Drafted,03,15,1919
322,Drafted,01,30,1919
323,Drafted,08,12,1919
324,Drafted,07,20,1919
325,Drafted,07,24,1919
326,Drafted,12,14,1918
327,Drafted,12,14,1918
328,Drafted,12,19,1918
329,Drafted,12,19,1918
330,Drafted,12,28,1918
331,Drafted,12,28,1918
332,Drafted,03,08,1919
333,Drafted,03,14,1919
334,Drafted,05,11,1919
335,Drafted,07,17,1919
336,Drafted,08,12,1919
337,Drafted,07,19,1919
338,Drafted,08,11,1919
339,Drafted,08,12,1919
340,Drafted,07,19,1919
341,Drafted,07,20,1919
342,Drafted,07,20,1919
343,Drafted,07,20,1919
344,Drafted,12,12,1918
345,Drafted,02,13,1919
346,Drafted,04,29,1919
347,Drafted,05,23,1919
348,Drafted,01,14,1919
349,Drafted,08,09,1919
350,Drafted,07,19,1919
351,Drafted,07,19,1919
352,Drafted,07,20,1919
353,Drafted,07,30,1919
354,Drafted,12,12,1918
355,Drafted,12,19,1918
356,Drafted,12,19,1918
357,Drafted,12,29,1918
358,Drafted,12,30,1918
359,Drafted,01,18,1919
360,Drafted,01,21,1919
361,Drafted,01,30,1919
362,Drafted,03,05,1919
363,Drafted,03,08,1919
364,Drafted,05,24,1919
365,Drafted,03,05,1919
366,Drafted,07,15,1919
367,Drafted,07,19,1919
368,Drafted,07,24,1919
369,Drafted,12,19,1918
370,Drafted,03,03,1919
371,Drafted,03,03,1919
372,Drafted,06,23,1919
373,Drafted,07,15,1919
374,Drafted,08,11,1919
375,Drafted,07,19,1919
376,Drafted,07,19,1919
377,Drafted,07,19,1919
378,Drafted,07,24,1919
379,Drafted,12,19,1918
380,Drafted,12,24,1918
381,Drafted,12,26,1918
382,Drafted,04,30,1919
383,Drafted,06,26,1919
384,Drafted,07,18,1919
385,Drafted,07,18,1919
386,Drafted,07,18,1919
387,Drafted,07,21,1919
388,Drafted,07,22,1919
389,Drafted,12,04,1918
390,Drafted,12,10,1918
391,Drafted,12,10,1918
392,Drafted,12,19,1918
393,Drafted,12,26,1918
394,Drafted,01,02,1919
395,Drafted,03,01,1919
396,Drafted,03,04,1919
397,Drafted,03,08,1919
398,Drafted,07,15,1919
399,Drafted,07,20,1919
400,Drafted,04,07,1921
401,Drafted,12,03,1918
402,Drafted,07,15,1919
403,Drafted,03,13,1919
404,Drafted,12,06,1918
405,Drafted,07,21,1919
406,Drafted,12,27,1918
407,Drafted,12,27,1918
408,Drafted,12,27,1918
409,Drafted,12,20,1918
410,Drafted,12,10,1918
411,Drafted,01,21,1919
412,Drafted,07,16,1919
413,Drafted,12,10,1918
414,Drafted,12,10,1918
415,Drafted,12,11,1918
416,Drafted,12,19,1918
417,Drafted,12,24,1918
418,Drafted,12,25,1918
419,Drafted,01,18,1919
420,Drafted,03,03,1919
421,Drafted,07,19,1919
422,Drafted,12,10,1918
423,Drafted,12,10,1918
424,Drafted,12,11,1918
425,Drafted,12,11,1918
426,Drafted,12,12,1918
427,Drafted,12,17,1918
428,Drafted,12,24,1918
429,Drafted,12,26,1918
430,Drafted,01,03,1919
431,Drafted,01,29,1919
432,Drafted,03,03,1919
433,Drafted,03,04,1919
434,Drafted,03,05,1919
435,Drafted,03,07,1919
436,Drafted,04,03,1919
437,Drafted,04,03,1919
438,Drafted,04,03,1919
439,Drafted,04,15,1919
440,Drafted,04,16,1919
441,Drafted,04,17,1919
442,Drafted,04,25,1919
443,Drafted,07,16,1919
444,Drafted,07,16,1919
445,Drafted,08,11,1919
446,Drafted,08,12,1919
447,Drafted,12,10,1918
448,Drafted,12,11,1918
449,Drafted,12,13,1918
450,Drafted,03,08,1919
451,Drafted,06,18,1919
452,Drafted,07,14,1919
453,Drafted,12,11,1918
454,Drafted,12,12,1918
455,Drafted,12,12,1918
456,Drafted,12,12,1918
457,Drafted,12,19,1918
458,Drafted,03,03,1919
459,Drafted,03,03,1919
460,Drafted,03,05,1919
461,Drafted,04,03,1919
462,Drafted,07,16,1919
463,Drafted,07,16,1919
464,Drafted,02,04,1919
465,Drafted,12,15,1918
466,Drafted,01,12,1919
467,Drafted,01,14,1919
468,Drafted,03,06,1919
469,Drafted,12,10,1918
470,Drafted,12,11,1918
471,Drafted,03,19,1919
472,Drafted,07,08,1919
473,Drafted,07,28,1919
474,Drafted,08,12,1919
475,Drafted,01,19,1919
476,Drafted,04,29,1919
477,Drafted,12,26,1918
478,Drafted,03,03,1919
479,Drafted,12,03,1918
480,Drafted,12,17,1918
481,Drafted,12,10,1918
482,Drafted,12,10,1918
483,Drafted,12,11,1918
484,Drafted,12,12,1918
485,Drafted,01,28,1919
486,Drafted,12,20,1918
487,Drafted,12,12,1918
488,Drafted,12,16,1918
